Orthogroup	Achromobacter insuavis AXX-A	Achromobacter ruhlandii LMG3328	Achromobacter xylosoxidans C54	Acinetobacter baumannii ATCC 19606	Burkholderia Dolosa FDAARGOS_1272	Burkholderia Multivorans ATCC_17616	Burkholderia Stabilis FERMP-21014	Burkholderia cenocepacia j2315	Burkholderia pseudomallei K96243	Burkholderia vietnamiensis LMG 22486	Chryseobacterium indologenes CI_885	Cupriavidus respiraculi LMG21510	E.Coli K12	Enterococcus faecium	Escherichia coli O157H7	Haemophilus influenzae ATCC 51907	Inquilinus limosus	Klebsiella pneumoniae HS11286	Mycobacterium avium subsp. hominissuis	Mycobacterium_Intracellulare_ATCC13950	Mycobacteroides abscessus subsp. bolletii	Mycobacteroides abscessus subsp. massiliense	Mycobacteroides_Abscessus_ATCC_19977	Pandoraea sputorum NCTC13161	Pseudomona_Aeruginosa_PAO1	Pseudomonas_aeruginosa_LESB58	Pseudomonas_aeruginosa_PA14	Pseudomonas_aeruginosa_PAK	Ralstonia mannitolilytica R-77591	Staphylococcus_aureus_PS47	Stenotrophomonas maltophilia K279A
OG0014097	tr|F7T5M5|F7T5M5_9BURK																														
OG0014098	tr|F7STU0|F7STU0_9BURK																														
OG0014099	tr|F7STV1|F7STV1_9BURK																														
OG0014100	tr|F7STV3|F7STV3_9BURK																														
OG0014101	tr|F7STV4|F7STV4_9BURK																														
OG0014102	tr|F7STV6|F7STV6_9BURK																														
OG0014103	tr|F7STW0|F7STW0_9BURK																														
OG0014104	tr|F7STX4|F7STX4_9BURK																														
OG0014105	tr|F7STY3|F7STY3_9BURK																														
OG0014106	tr|F7STY7|F7STY7_9BURK																														
OG0014107	tr|F7STZ6|F7STZ6_9BURK																														
OG0014108	tr|F7SU50|F7SU50_9BURK																														
OG0014109	tr|F7SU71|F7SU71_9BURK																														
OG0014110	tr|F7SU78|F7SU78_9BURK																														
OG0014111	tr|F7SUE1|F7SUE1_9BURK																														
OG0014112	tr|F7SUM1|F7SUM1_9BURK																														
OG0014113	tr|F7SUM8|F7SUM8_9BURK																														
OG0014114	tr|F7SUR8|F7SUR8_9BURK																														
OG0014115	tr|F7SUW9|F7SUW9_9BURK																														
OG0014116	tr|F7SUX0|F7SUX0_9BURK																														
OG0014117	tr|F7SV94|F7SV94_9BURK																														
OG0014118	tr|F7SVI7|F7SVI7_9BURK																														
OG0014119	tr|F7SVL3|F7SVL3_9BURK																														
OG0014120	tr|F7SVL4|F7SVL4_9BURK																														
OG0014121	tr|F7SVL6|F7SVL6_9BURK																														
OG0014122	tr|F7SVL7|F7SVL7_9BURK																														
OG0014123	tr|F7SVL9|F7SVL9_9BURK																														
OG0014124	tr|F7SVM0|F7SVM0_9BURK																														
OG0014125	tr|F7SVM1|F7SVM1_9BURK																														
OG0014126	tr|F7SWN0|F7SWN0_9BURK																														
OG0014127	tr|F7SWS8|F7SWS8_9BURK																														
OG0014128	tr|F7SWY0|F7SWY0_9BURK																														
OG0014129	tr|F7SWY2|F7SWY2_9BURK																														
OG0014130	tr|F7SWZ7|F7SWZ7_9BURK																														
OG0014131	tr|F7SWZ8|F7SWZ8_9BURK																														
OG0014132	tr|F7SWZ9|F7SWZ9_9BURK																														
OG0014133	tr|F7SX00|F7SX00_9BURK																														
OG0014134	tr|F7SX02|F7SX02_9BURK																														
OG0014135	tr|F7SXC4|F7SXC4_9BURK																														
OG0014136	tr|F7SXD3|F7SXD3_9BURK																														
OG0014137	tr|F7SXH6|F7SXH6_9BURK																														
OG0014138	tr|F7SXJ8|F7SXJ8_9BURK																														
OG0014139	tr|F7SXN0|F7SXN0_9BURK																														
OG0014140	tr|F7SXP6|F7SXP6_9BURK																														
OG0014141	tr|F7SXQ1|F7SXQ1_9BURK																														
OG0014142	tr|F7SXQ2|F7SXQ2_9BURK																														
OG0014143	tr|F7SXW2|F7SXW2_9BURK																														
OG0014144	tr|F7SXZ2|F7SXZ2_9BURK																														
OG0014145	tr|F7SY02|F7SY02_9BURK																														
OG0014146	tr|F7SYM8|F7SYM8_9BURK																														
OG0014147	tr|F7SYQ4|F7SYQ4_9BURK																														
OG0014148	tr|F7SYQ8|F7SYQ8_9BURK																														
OG0014149	tr|F7SYU5|F7SYU5_9BURK																														
OG0014150	tr|F7SYV8|F7SYV8_9BURK																														
OG0014151	tr|F7SYY7|F7SYY7_9BURK																														
OG0014152	tr|F7SYZ6|F7SYZ6_9BURK																														
OG0014153	tr|F7SYZ7|F7SYZ7_9BURK																														
OG0014154	tr|F7SZ03|F7SZ03_9BURK																														
OG0014155	tr|F7SZ06|F7SZ06_9BURK																														
OG0014156	tr|F7SZ10|F7SZ10_9BURK																														
OG0014157	tr|F7SZ36|F7SZ36_9BURK																														
OG0014158	tr|F7SZ92|F7SZ92_9BURK																														
OG0014159	tr|F7SZA3|F7SZA3_9BURK																														
OG0014160	tr|F7SZA9|F7SZA9_9BURK																														
OG0014161	tr|F7SZB1|F7SZB1_9BURK																														
OG0014162	tr|F7SZB4|F7SZB4_9BURK																														
OG0014163	tr|F7SZB5|F7SZB5_9BURK																														
OG0014164	tr|F7SZH1|F7SZH1_9BURK																														
OG0014165	tr|F7SZS3|F7SZS3_9BURK																														
OG0014166	tr|F7SZU5|F7SZU5_9BURK																														
OG0014167	tr|F7SZX0|F7SZX0_9BURK																														
OG0014168	tr|F7T025|F7T025_9BURK																														
OG0014169	tr|F7T026|F7T026_9BURK																														
OG0014170	tr|F7T066|F7T066_9BURK																														
OG0014171	tr|F7T098|F7T098_9BURK																														
OG0014172	tr|F7T0A8|F7T0A8_9BURK																														
OG0014173	tr|F7T0A9|F7T0A9_9BURK																														
OG0014174	tr|F7T0D6|F7T0D6_9BURK																														
OG0014175	tr|F7T0K9|F7T0K9_9BURK																														
OG0014176	tr|F7T199|F7T199_9BURK																														
OG0014177	tr|F7T1C6|F7T1C6_9BURK																														
OG0014178	tr|F7T1D6|F7T1D6_9BURK																														
OG0014179	tr|F7T213|F7T213_9BURK																														
OG0014180	tr|F7T2E8|F7T2E8_9BURK																														
OG0014181	tr|F7T2G7|F7T2G7_9BURK																														
OG0014182	tr|F7T2K0|F7T2K0_9BURK																														
OG0014183	tr|F7T2S2|F7T2S2_9BURK																														
OG0014184	tr|F7T2T8|F7T2T8_9BURK																														
OG0014185	tr|F7T2X2|F7T2X2_9BURK																														
OG0014186	tr|F7T2X3|F7T2X3_9BURK																														
OG0014187	tr|F7T2Y5|F7T2Y5_9BURK																														
OG0014188	tr|F7T2Y6|F7T2Y6_9BURK																														
OG0014189	tr|F7T2Y7|F7T2Y7_9BURK																														
OG0014190	tr|F7T2Y8|F7T2Y8_9BURK																														
OG0014191	tr|F7T2Y9|F7T2Y9_9BURK																														
OG0014192	tr|F7T2Z0|F7T2Z0_9BURK																														
OG0014193	tr|F7T2Z2|F7T2Z2_9BURK																														
OG0014194	tr|F7T2Z4|F7T2Z4_9BURK																														
OG0014195	tr|F7T393|F7T393_9BURK																														
OG0014196	tr|F7T3U1|F7T3U1_9BURK																														
OG0014197	tr|F7T429|F7T429_9BURK																														
OG0014198	tr|F7T443|F7T443_9BURK																														
OG0014199	tr|F7T468|F7T468_9BURK																														
OG0014200	tr|F7T469|F7T469_9BURK																														
OG0014201	tr|F7T499|F7T499_9BURK																														
OG0014202	tr|F7T4A0|F7T4A0_9BURK																														
OG0014203	tr|F7T4G3|F7T4G3_9BURK																														
OG0014204	tr|F7T5C0|F7T5C0_9BURK																														
OG0014205	tr|F7T5D4|F7T5D4_9BURK																														
OG0014206	tr|F7T5F1|F7T5F1_9BURK																														
OG0014207	tr|F7T5I8|F7T5I8_9BURK																														
OG0014208	tr|F7T5K0|F7T5K0_9BURK																														
OG0014209	tr|F7T5L3|F7T5L3_9BURK																														
OG0014210	tr|F7T5V1|F7T5V1_9BURK																														
OG0014211	tr|F7T5V7|F7T5V7_9BURK																														
OG0014212	tr|F7T627|F7T627_9BURK																														
OG0014213	tr|F7T651|F7T651_9BURK																														
OG0014214	tr|F7T654|F7T654_9BURK																														
OG0014215	tr|F7T678|F7T678_9BURK																														
OG0014216	tr|F7T698|F7T698_9BURK																														
OG0014217	tr|F7T6C8|F7T6C8_9BURK																														
OG0014218	tr|F7T6D1|F7T6D1_9BURK																														
OG0014219	tr|F7T6K2|F7T6K2_9BURK																														
OG0014220	tr|F7T6L4|F7T6L4_9BURK																														
OG0014221	tr|F7T6M0|F7T6M0_9BURK																														
OG0014222	tr|F7T6M1|F7T6M1_9BURK																														
OG0014223	tr|F7T6M4|F7T6M4_9BURK																														
OG0014224	tr|F7T6P3|F7T6P3_9BURK																														
OG0014225	tr|F7T6P9|F7T6P9_9BURK																														
OG0014226	tr|F7T6U3|F7T6U3_9BURK																														
OG0014227	tr|F7T6Y0|F7T6Y0_9BURK																														
OG0014228	tr|F7T6Y1|F7T6Y1_9BURK																														
OG0014229	tr|F7T708|F7T708_9BURK																														
OG0014230	tr|F7T743|F7T743_9BURK																														
OG0014231	tr|F7T769|F7T769_9BURK																														
OG0014232	tr|F7T7H4|F7T7H4_9BURK																														
OG0014233	tr|F7T7I4|F7T7I4_9BURK																														
OG0014234	tr|F7T7J0|F7T7J0_9BURK																														
OG0014235	tr|F7T7J6|F7T7J6_9BURK																														
OG0014236	tr|F7T7J8|F7T7J8_9BURK																														
OG0014237	tr|F7T7J9|F7T7J9_9BURK																														
OG0014238	tr|F7T7P2|F7T7P2_9BURK																														
OG0014239	tr|F7T7T5|F7T7T5_9BURK																														
OG0014240	tr|F7T7W1|F7T7W1_9BURK																														
OG0014241	tr|F7T7W3|F7T7W3_9BURK																														
OG0014242	tr|F7T7W4|F7T7W4_9BURK																														
OG0014243	tr|F7T7W5|F7T7W5_9BURK																														
OG0014244	tr|F7T7W6|F7T7W6_9BURK																														
